Adorian,430
Amajor,529
Aminor,257
Amixolydian,275
Bdorian,18
Bminor,271
Bmixolydian,2
Cdorian,12
Cmajor,142
Ddorian,74
Dmajor,2060
Dminor,109
Dmixolydian,345
Edorian,333
Emajor,39
Eminor,440
Emixolydian,17
Fdorian,5
Fmajor,100
Gdorian,59
Gmajor,2214
Gminor,77
Gmixolydian,27
