Adorian,99
Amajor,99
Aminor,63
Amixolydian,89
Bdorian,4
Bminor,62
Cdorian,3
Cmajor,30
Ddorian,16
Dmajor,433
Dminor,25
Dmixolydian,86
Edorian,69
Emajor,7
Eminor,124
Emixolydian,6
Fdorian,1
Fmajor,22
Gdorian,10
Gmajor,412
Gminor,12
Gmixolydian,7
