Adorian,1815
Amajor,2211
Aminor,954
Amixolydian,1061
Bdorian,96
Bminor,1114
Bmixolydian,19
Cdorian,73
Cmajor,751
Ddorian,311
Dmajor,8472
Dminor,429
Dmixolydian,904
Edorian,1394
Emajor,166
Eminor,1670
Emixolydian,50
Fdorian,63
Fmajor,497
Gdorian,255
Gmajor,8859
Gminor,431
Gmixolydian,125
